occurrenceID,eventID,kingdom,family,genus,specificEpithet,vernacularName,verbatimLocality,geodeticDatum,decimalLatitude,decimalLongitude,stateProvince,country,eventDate,month,day,year,modified,coordinateUncertaintyInMeters,sex,individualCount,occurrenceRemarks,recordedBy,recordedByID,identificationVerificationStatus,dateIdentified,identifiedBy,identificationRemarks,datasetID,previousIdentifications,recordSource,informationWithheld,associatedTaxa,floralHostNotes,floral_host_native_not,measurementMethod,images,comment_count,referenceID,catalogNumber,occurrenceStatus,metadataUrl
267338,140196,Animalia,Apidae,Bombus,rufocinctus,Red-belted bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,7/28/25,7,28,2025,8/4/25,12.5,Worker,3,,Elise Bernstein,elisebee,Verified,11/7/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/04/136a10c0196148c7a705cb6183293067.jpg, https://www.bumblebeewatch.org/media/2025/11/04/6bcc8fc8c5e641d4a65e8866e8d0125a.jpg, https://www.bumblebeewatch.org/media/2025/11/04/208c85a8a93746b6814542a990710896.jpg, https://www.bumblebeewatch.org/media/2025/11/04/7199cef98ae641f3be89447c4e444ae5.jpg, https://www.bumblebeewatch.org/media/2025/11/04/8be26d3ff6914626834e809b88237501.jpg, https://www.bumblebeewatch.org/media/2025/11/04/467692d77ee34487ae36a5a2b882f026.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267338/,present,https://www.bumblebeewatch.org/metadata/
267359,140188,Animalia,Apidae,Bombus,auricomus,Black and gold bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,7/15/25,7,15,2025,8/4/25,12.5,Worker,1,,Elise Bernstein,elisebee,Verified,11/7/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/05/da7e1c2c2c23420d8dff5d046fe690d9.jpg, https://www.bumblebeewatch.org/media/2025/11/05/16ed2432fa5b4974ac717c116a08a70a.jpg, https://www.bumblebeewatch.org/media/2025/11/05/7566e5c7a8964399aaa8147e45b97c45.jpg, https://www.bumblebeewatch.org/media/2025/11/05/2e97f87f4e504065a9a1dfe9684cafaf.jpg, https://www.bumblebeewatch.org/media/2025/11/05/f5a8c65910cc4e379f9e268e7b5eb3cc.jpg, https://www.bumblebeewatch.org/media/2025/11/05/b9666ccf88bf4a958ca39993f1504e48.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267359/,present,https://www.bumblebeewatch.org/metadata/
267357,140188,Animalia,Apidae,Bombus,griseocollis,Brown-belted bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,7/15/25,7,15,2025,8/4/25,12.5,Worker,2,,Elise Bernstein,elisebee,Verified,11/6/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/05/0e947405da1d4a948aee63a344c74868.jpg, https://www.bumblebeewatch.org/media/2025/11/05/7402f7b20a8743299920c4bb20210cee.jpg, https://www.bumblebeewatch.org/media/2025/11/05/14ac19a7338d42abb806b429e9e6a7c8.jpg, https://www.bumblebeewatch.org/media/2025/11/05/1026e097992c42d3aee9fa46717ecb97.jpg, https://www.bumblebeewatch.org/media/2025/11/05/15b4f613040b43d18a69ae00a311d556.jpg, https://www.bumblebeewatch.org/media/2025/11/05/28e7b2d832824c24b359ebd03cc27165.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267357/,present,https://www.bumblebeewatch.org/metadata/
267356,140188,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,7/15/25,7,15,2025,8/4/25,12.5,Worker,3,,Elise Bernstein,elisebee,Verified,11/7/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/05/664f26cc7e134b82a0dab1441260ab68.jpg, https://www.bumblebeewatch.org/media/2025/11/05/e5fb0a3b32294e9bbf98cfb1a4491656.jpg, https://www.bumblebeewatch.org/media/2025/11/05/13eb43343c694252bae05e5dc12baba6.jpg, https://www.bumblebeewatch.org/media/2025/11/05/1e6128c833084f0e95209dee743a6670.jpg, https://www.bumblebeewatch.org/media/2025/11/05/9fa54a0f59fe4346913bcf88d2957ae2.jpg, https://www.bumblebeewatch.org/media/2025/11/05/87f8eae53fe3411fa42d300dc105b435.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267356/,present,https://www.bumblebeewatch.org/metadata/
207453,129493,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,8/21/24,8,21,2024,8/28/24,37.5,Male,1,,Elise Bernstein,elisebee,Verified,10/22/24,gpugesek,GP,Bumble Bee Atlas,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/IMG_1577_wd4da4O.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1576.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1578.jpg",,7,https://www.bumblebeewatch.org/sightings/bee/207453/,present,https://www.bumblebeewatch.org/metadata/
207592,129493,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,8/21/24,8,21,2024,8/28/24,37.5,Female,1,,Elise Bernstein,elisebee,Verified,10/22/24,gpugesek,GP,Bumble Bee Atlas,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/IMG_1561_T2xytuL.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1563_jdhUHnb.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1565_4lcmg5c.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1562_W2qyXAr.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1564_2iwrILp.jpg",,4,https://www.bumblebeewatch.org/sightings/bee/207592/,present,https://www.bumblebeewatch.org/metadata/
207438,129493,Animalia,Apidae,Bombus,auricomus,Black and gold bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,8/21/24,8,21,2024,8/28/24,37.5,Female,1,,Elise Bernstein,elisebee,Verified,11/18/24,gpugesek,GP,Bumble Bee Atlas,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/IMG_1554.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1555.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1558.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1556.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_1557.jpg",1,3,https://www.bumblebeewatch.org/sightings/bee/207438/,present,https://www.bumblebeewatch.org/metadata/
140714,111406,Animalia,Apidae,Bombus,pensylvanicus (incl. sonorus),American bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,6/22/23,6,22,2023,6/22/23,12.5,Worker,1,,Elaine Evans,fuzzybumblebee,Verified,6/26/23,fuzzybumblebee,EEvans,OLD_MNBBA,,Website,FALSE,Verbena stricta,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/1495023d-4978-4180-82f5-dd31cc397060.jpg, https://www.bumblebeewatch.org/media/bees/big/73d11c1e-6a8c-4ce3-8354-fcc798e97fb8.jpg, https://www.bumblebeewatch.org/media/bees/big/bd6d87eb-0a6f-45e6-989b-f8be41022585.jpg, https://www.bumblebeewatch.org/media/bees/big/736dd1f2-fe32-4f3e-b6f6-11a9facca763.jpg, https://www.bumblebeewatch.org/media/bees/big/71d78561-9c9a-4398-a01c-705387963854.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/140714/,present,https://www.bumblebeewatch.org/metadata/
267339,140196,Animalia,Apidae,Bombus,impatiens,Common eastern bumble bee,Wakan Tipi,WGS 84,44.9532,-93.075,Minnesota,United States,7/28/25,7,28,2025,8/4/25,12.5,Worker,2,,Elise Bernstein,elisebee,Verified,11/7/25,gpugesek,,Bumble Bee Atlas,,Website,FALSE,Veronicastrum virginicum,,native,samplingProtocol,"https://www.bumblebeewatch.org/media/2025/11/04/390eb504af9341c7b615f74bb58fe728.jpg, https://www.bumblebeewatch.org/media/2025/11/04/b32117417b4343e28f4a111efa18be60.jpg, https://www.bumblebeewatch.org/media/2025/11/04/8200185096134008b8d225c1f56b9351.jpg",,,https://www.bumblebeewatch.org/sightings/bee/267339/,present,https://www.bumblebeewatch.org/metadata/
121358,104174,Animalia,Apidae,Bombus,auricomus,Black and gold bumble bee,Wakan Tipi,WGS 84,44.919308,-93.069633,Minnesota,United States,8/8/22,8,8,2022,8/8/22,75,Male,1,,Elaine Evans,fuzzybumblebee,Verified,8/12/22,fuzzybumblebee,EEvans. Based mostly on Black in middle of anterior edge of t2 and ocelli arrangement,OLD_MNBBA,,Website,FALSE,,Perching,,samplingProtocol,"https://www.bumblebeewatch.org/media/bees/big/92e1a224-34e3-46f0-ab75-e1163b30af6a.jpg, https://www.bumblebeewatch.org/media/bees/big/63d126ea-3e33-40aa-b26a-22893eb30971.jpg, https://www.bumblebeewatch.org/media/bees/big/2bcb6f98-a961-4b98-8c3f-ad012a42def3.jpg, https://www.bumblebeewatch.org/media/bees/big/976bed76-5bd7-4057-803d-e03b1478ffd0.jpg, https://www.bumblebeewatch.org/media/bees/big/5b56ee03-3962-407e-ad33-26a1ae70015f.jpg",1,,https://www.bumblebeewatch.org/sightings/bee/121358/,present,https://www.bumblebeewatch.org/metadata/
